"Club","About","URL"
"N/A","N/A","https://huskylink.washington.edu/organization/sfc"
"Student Mycology Club","We intend to build a community of people who care about mycology and want to learn more about mushrooms. We will plan mushroom hiking and foraging days, guest lecturers, events with the UW farm, cooking parties with gatherings, and mushroom documentary/movie nights. Members will pick up on mushroom identification through our events, social media, and book recommendations from more experienced members. For all inquiries, please contact us through our Instagram page.","https://huskylink.washington.edu/organization/studentmycology"
"Student National Medical Association","The Student National Medical Association (SNMA) is the oldest and largest student run organization focused on the needs and concerns of medical students of color. SNMA supports current and future underrepresented medical students. Chapters, based at medical schools throughout the nation, implement activities locally. The UW School of Medicine Center for Equity Diversity & Inclusion (formerly Office of Multicultural Affairs) established a SNMA chapter in 1997. Each year SNMA holds a national medical education conference to support the educational and professional pursuits of underrepresented medical students.","https://huskylink.washington.edu/organization/snma"
"Student National Pharmaceutical Association","SNPhA is an educational service association of pharmacy students who are concerned about pharmacy and healthcare related issues, and the poor minority representation in pharmacy and other health-related professions. The purpose of SNPhA is to plan, organize, coordinate and execute programs geared toward the improvement for the health, educational, and social environment of the community.","https://huskylink.washington.edu/organization/snpha"
"Student Parent and Caregiver Advocacy at the University of Washington","We are an organization of students that are also parents or caregivers. Our goal is to advocate for an adequate childcare, support system and resources for all student parents on campus.","https://huskylink.washington.edu/organization/spcauw"
"Student Pediatric Pharmacy Advocacy Group (PediaPUPS)","We are a University of Washington School of Pharmacy student organization dedicated to engaging professional students in pediatric pharmacy practice and positively impacting the pediatric population within the community.","https://huskylink.washington.edu/organization/sppag"
"Student Professionalism and Ethics Association in Dentistry at University of Washington School of Dentistry","The Student Professionalism and Ethics Association in Dentistry is a national, student driven association that was established to promote and support a student’s lifelong commitment to ethical behavior in order to benefit the patients they serve and further the dental profession.The objectives of the Association are:o   Act as a support system for students in strengthening their personal and professional ethics values by:Providing a resource for ethics education and development.Fostering a non-punitive, open-forum environment for ethics communicationPromoting awareness of ethics standards and related issues within dentistryo   Collaborating with leadership of the dental profession to effectively advocate for our members","https://huskylink.washington.edu/organization/spea"
"N/A","N/A","https://huskylink.washington.edu/organization/studentsdemandaction"
"Students for Democracy","","https://huskylink.washington.edu/organization/students4democracy"
"Students for Global Health","Students for Global Health aims to strengthen the movement for global health equity by empowering students and communities to work together to improve the health of people around the world. By educating ourselves on important topics in global health, fostering community both on- and off-campus, and supporting our partner, Students for Global Health creates an inclusive environment for all those interested in health.We are partnered with a sister organization, MASS, based in Odisha, India. MASS supports local communities in Odisha, India through sustainable agriculture, water conservation, ecosystem development, and conservation projects. MASS promotes a gender-balanced development that is socioeconomically feasible, culturally viable, and ecologically sustainable.Mission:Our mission is to strengthen the movement for global health equity by empowering students to collaboratively improve the health of people around the world.Vision:Through weekly presentations, guest speakers, and networking opportunities, we hope to foster interest and literacy in public health issues among students from all disciplines across campus.We encourage an engaged membership by volunteering at local community organizations and nurturing a symbiotic partnership with our sister organization, Manava Adhikar Seva Samiti (MASS), based in Odisha, India.Core Values:We believe that health is a human right.We envision a world in which health—the ability to not only survive but thrive—is possible for all.We engage in grassroots, anti-colonial approaches to social change.Goals:Establish a supportive community for members to collaborate, learn, and develop together in their public health journeys.Enact meaningful social change locally and globally.Support MASS through advocacy and related fundraising efforts.If you resonate with our mission or values, please consider joining our organization. All majors are welcome!","https://huskylink.washington.edu/organization/sgh"
"Students for International Labor Solidarity at the University of Washington","Students for International Labor Solidarity (SILS) is an anti-capitalist and anti-imperialist, student-led labor-solidarity organization. We partner with both workers and communities to leverage student power toward local and international campaigns that promote, support, and develop economic justice and workers' rights.","https://huskylink.washington.edu/organization/silsuw"
"Students for Labor and Employment Justice","Students for (SLEJ) is a law student group dedicated to furthering the dignity and power of all workers. We seek to use labor law to support worker-led collective bargaining, independent union initiatives, and we seek to stay grounded in the grassroots strategies and Seattle and Washington-based worker solidarity. We organize events related to shifts in labor law, how to use the law strategically for the labor movement, and current fights for worker power in our own communities. Solidarity, forever!Email us at slej@uw.edu to connect!Fall 2024 Meeting: October 9th, Room 115 of William H. Gates Hall (LAW)","https://huskylink.washington.edu/organization/slej"
"Students of Color for Public Health","Students of Color for Public Health (SCPH) at the University of Washington is dedicated to providing a space for students of color interested in public health. SCPH shall provide personal, professional,  academic, and social support for students passionate about the field. In addition, we strive to promote health within marginalized communities through education and service.","https://huskylink.washington.edu/organization/scph"
"N/A","N/A","https://huskylink.washington.edu/organization/ssiuw"
"StudentsCare at UW","Connect undergraduate healthcare students at UW with hospitalized children, isolated seniors, and their families, to provide fun, friendship, and support. StudentsCare is a national nonprofit organization aimed at brightening the hospital experience for kids, by pairing long-term pediatric patients being treated for cancer or other chronic illness and isolated adults in care homes with college student volunteers. Additionally, to respond to the needs of our communities brought upon by COVID-19, we launched our Senior Buddy Program (SBP)! Overall, this program aims to empower undergraduate students in healthcare and related fields to make a difference in the lives of seriously ill children, isolated seniors, and their families.","https://huskylink.washington.edu/organization/studentscareuw"
"Studio Nerima","","https://huskylink.washington.edu/organization/studionerima"
"Summer Health Professions Education Program at the University of Washington","Gather SHPEP alums, current, and prospective scholars all together in one space to create a supportive environment where individuals share resources, stay connected as continuing their journeys, and inspire the future professionals in healthcare.","https://huskylink.washington.edu/organization/shpepuofwa"
"Surgery Interest Association","To be ahands-onpre-medical organization where students can learn through visual and tactile senses.Toeducatehighly motivated pre-med students about surgery, and closely related careers.ToconnectUW undergraduate students with medical professionals in UW medicineToprovideresources for UW students to get started in the medical field.Toget creativewith medicine. Surgery anthropology, case studies, and ethics.","https://huskylink.washington.edu/organization/sia"
"Survivors + Allies In Law","We are a law student organization committed to service, advocacy, and community with the goal of supporting survivors. SAIL seeks to support survivors of sexual violence, sexual harassment, domestic violence, trafficking, and other forms of interpersonal and/or gender-based violence through legal advocacy, as well as provide a community space for survivor-centered law students to connect with and uplift each other.","https://huskylink.washington.edu/organization/sail"
"Swim Club at UW","We would like to create a space for all UW students with a competitive swimming background to come create lasting relationships with the University of Washington swim community, establish a supportive place for people to swim, and opportunities for meets.","https://huskylink.washington.edu/organization/theswimminghuskies"
"Swing Kids at UW","Swing Kids at UW seeks to teach swing dancing, provide a social network, foster creativity, and encourage a love for dancing.","https://huskylink.washington.edu/organization/swingkd"
"Synaptech at University of Washington","Synaptech is an engineering RSO focused on developing projects using various neural interfaces. RSO members will have the opportunity to explore, build, and learn about topics surrounding neurotech such as neural engineering, computational neuroscience, and neuroethics. Synaptech also has quarterly projects ranging from eye-controlled Arduino cars, music generation from EEG recordings, biometric lie detectors, and more. If you are interested in learning more about Synaptech, join our discord (link below).","https://huskylink.washington.edu/organization/synaptech"
"Taiko Kai","Taiko Kai was founded in 2013 by the Matsudaira sisters, three UW students who wanted to share Japanese culture with UW as well as the greater Seattle community. Since then, we have performed at various campus events such as FIUTS's CulturalFest, TOSA's Timeless Taiwan, and JSA's Matsuri. We have also performed at noteworthy events in the Seattle area like Redmond Lights and Sakura-Con.Our club focuses on its members, helping them develop personal and team-based performance skills. Our members learn about how to effectively move their bodies and perform for an audience. Our club also builds connections between its members and the Japanese American community, working with other Taiko groups and Japanese events.","https://huskylink.washington.edu/organization/taikokai"
"Taiwanese Graduate Students and Professional Association","We support Taiwanese international graduate students and alumni by creating a space thatfosters belonging and sustainable community-building. We strive to:- Promote the diverse cultures of Taiwan- Foster a space for mutual connection, learning, and support- Run and maintain a collective for Taiwanese studying and working abroad","https://huskylink.washington.edu/organization/itwngspa"
"Taiwanese Overseas Student Association","Taiwanese Overseas Student Association (TOSA) is a non-profit, student-run organization at the University of Washington. Our primary goal is to promote Taiwanese culture and serve undergraduate and graduate students at the University of Washington.","https://huskylink.washington.edu/organization/tosa"
"N/A","N/A","https://huskylink.washington.edu/organization/tsauw"
"Taiwanese Youth Alliance of Pacific Northwest","The Taiwanese Youth Alliance Pacific Northwest is a non-commercial union, without any political and religious boundaries, devoted to building a local platform for the Taiwanese youths in the Pacific Northwest. Our goal is to promote Taiwanese culture in America through academically related and career oriented events. In addition, our mission is to collaborate with any youth organizations related to Taiwan in the Pacific Northwest and to facilitate student growth. TYAPN is committed to holding events including but not limited to: Summer internships in Taiwan, interview workshops, volunteer activities, National Taiwanese Double Ten Parade, student bonding activities and field trips to corporations.","https://huskylink.washington.edu/organization/tyapntw"
"Tamara F. Lawson Black Pre-Law Journal","The Black Law Journal is a groundbreaking platform for BIPOC undergraduate students, focused on advancing legal scholarship and exploring issues that affect BIPOC communities. As a symbol of leadership and forward-thinking, ""Vanguard"" reflects the journal’s commitment to pushing boundaries, promoting justice, and championing diversity and inclusion in the legal field. The journal features scholarly articles, case analyses, opinion pieces, and creative contributions that engage with current legal challenges. Through its publications, events, and mentorship initiatives, the Vanguard Law Journal empowers aspiring Black legal professionals to lead the charge for a more equitable and just legal system.","https://huskylink.washington.edu/organization/blklawjournal"
"Tango Club at University of Washington","Tango Club aims to facilitate a community of Argentine Tango dancers at the University of Washington by creating a welcoming environment to share tango with young people and connect different generations
 of tango dancers. We meet weekly for lessons taught by local professionals, and host quarterly practicás and annual milongas. We collaborate with the larger tango community in the Pacific Northwest to make tango more inclusive and accessible to students.","https://huskylink.washington.edu/organization/tangoatuw"
"Tap Club at UW","Tap Club aims to make tap dance more accessible in the UW community through performances, events, and workshops with an emphasis on inclusivity and history of the style. All are welcome!","https://huskylink.washington.edu/organization/tapclub"
"Tau Beta Pi Washington Alpha Chapter","Tau Beta Pi is the only academic honor society representing the entire engineering profession. The purpose of the organization is to recognize integrity and excellence in engineering. Tau Beta Pi is the nation’s second oldest honor society, founded in 1885 at Lehigh University. The Washington Alpha Chapter is one of 255 chapters internationally, and has inducted over 5,400 lifelong members since 1912. Activities have included socials, presentations, tours, and volunteering. Qualified engineering students are invited to apply for membership during their junior or senior year.","https://huskylink.washington.edu/organization/tbpuw"
"TCF USA University of Washington Chapter","At the heart of our organization is a strong belief in the transformative power of education. We recognize the disparities that exist in educational opportunities and resources for children in Pakistan, and we are determined to change that.Our initiatives include organizing fundraisers, social events, and educational campaigns that not only raise funds but also awareness about the importance of education. The funds we generate are channeled to support low-cost schools run by The Citizens Foundation (TCF), a renowned nonprofit organization in Pakistan with a stellar track record of transforming the lives of underprivileged children through education.By joining the Citizens Foundation University Chapter, you become part of a vibrant and compassionate community where you can make a real difference. Whether you're passionate about education, social impact, or simply want to contribute to a noble cause, there's a place for you here. Together, we can build a brighter, more equitable future for the children of Pakistan, one event at a time.","https://huskylink.washington.edu/organization/tcfusa"
"Technical Association of Pulp and Paper Industry, University of Washington Student Chapter","To promote the curricular, professional, and social development of University of Washington students majoring in fields related to the paper and bioproducts industry.","https://huskylink.washington.edu/organization/tappi"
"Technology and Business Association","The Technology and Business Association was founded in Seattle as a non-profit organization in March 2013 by a group of UW students, mostly international Chinese students who encountered challenges in finding the right resources tailored to their needs in order to achieve professional development and career growth in the U.S.Therefore, by diverse programming and unique content production, we aim to promote connections between UW students and the professionals in the Great Seattle Area and to offer smooth transitions between academic and different industries. Most of our programming are open to all: we invite speakers from diverse backgrounds and welcome students from diverse backgrounds to attend.In particular, we aim to provide a platform for people to exchange ideas about technology and business. We believe there is a huge value if we connect business ideas with technological skills. We are here to help everyone improve their leadership skills, to provide professional education and various internship opportunities, and to foster future leaders within a variety of disciplines.Check out ourpromo YouTube video! Follow our social media for future events announcement!","https://huskylink.washington.edu/organization/tbauw"
"Technology Law Society","Establish a network and support structure within the law school for those students interested in technology and connect those students to local practitioners. The Technology Law Society works to bring the technology related legal resources of both the law school and surrounding community to the student body. The topics covered under technology are broad, including biotechnology, privacy, public interest, e-commerce and intellectual property. Sponsored events have included how to choose technology related classes, technology law reading groups and finding a job in the technology field.","https://huskylink.washington.edu/organization/techlaw"
"TEDx at UofW","TED is a nonprofit organization devoted to Ideas Worth Spreading. Started as a four-day conference in California 30 years ago, TED has grown to support its mission with multiple initiatives. The two annual TED conferences invite the world's leading thinkers and doers to Vancouver, British Columbia to speak for 18 minutes or less.TEDxUofW is established to bring inspirational and informative TED style talks to the University of Washington. Our all student-run organization has put on a sold-out event for four years in a row, gathering a collection of great creative thinkers, scientific minds, community leaders, and much more.TEDxUofW's annual conference is made possible by a team of creative and hardworking undergraduate students. If you would like to apply the concepts and skills you learned in the classroom to the real world by contributing to the planning process of the TEDxUofW 2025 conference, while being part of a welcoming and supportive registered student organization that will produce unforgettable memories, reach out to us at tedxuofw@uw.edu!","https://huskylink.washington.edu/organization/tedxuofw"
"Thai Student Association at University of Washington","ThaiSA is established to promote knowledge of Thai culture, traditions, and to foster ties between Thai students at the UW and the UW community. ThaiSA hosts cultural events and activities in which the student body is welcomed to join.","https://huskylink.washington.edu/organization/thaisa"
"The Actuary Club","To network with local actuaries, build a campus community, inform students about the actuarial profession, and organize study groups for the actuarial exams.","https://huskylink.washington.edu/organization/actuaryclub"
"The Association of Chemical Engineering Graduate Students","The purpose of ACES is to improve the lives of chemical engineering graduate students as well as foster a supportive and rewarding community by organizing community outreach, professional development, and social events.","https://huskylink.washington.edu/organization/acesuw"
"The Association of Library and Information Science Students at the University of Washington","ALISS is the official student government organization for Library & Information Science students at the University of Washington.","https://huskylink.washington.edu/organization/aliss"
"N/A","N/A","https://huskylink.washington.edu/organization/thebasement"
"The Black Student Journal","The Black Student Journal's mission is to publish the academic, journalistic, or creative work of students at the University of Washington.","https://huskylink.washington.edu/organization/theblackstudentjournal"
"The Book Nook at University of Washington","The Book Nook is a space for readers to get together and talk about books without the pressure of reading by a deadline. We want to facilitate an environment where readers can find other readers to engage with. Instead of picking a book to read and meeting every week to discuss it, we host of a variety of book related events that readers can come and enjoy. We will have weekly meetings that include activities such as book trades, book recommendations, books of the month, and various workshops (making bookmarks, kindle decorating, getting out of a reading slump, slideshow nights, etc.). We also will have big events a few times throughout the quarter such as visits to bookstores, the Seattle Library, or cafes for reading dates.","https://huskylink.washington.edu/organization/thebooknook"
"The Boring Club at UW","An engineering project club! We help UW students build the engineering skills they are passionate about with hands-on learning in a relaxed environment.Please take a look at our Instagram page to learn more about the club!","https://huskylink.washington.edu/organization/theboringclub"
"The Brotherhood of Chi Theta Psi","The mission of the Brotherhood of Chi Theta Psi is to fortify men through the four pillars of academic excellence, community service, cultural awareness, and unity. The Brotherhood shall empower the Filipino and Asian American experience on campus by providing a platform for Kuyas to grow personally, professionally, and culturally. The brothers will also support the Filipino, Filipino American and Asian American communities through service in order to set an example for current and future generations. While we are a Filipino-interest fraternity, we do not restrict membership membership on the basis of race, color, religion, age, sex, national origin, handicap, or sexual orientation.","https://huskylink.washington.edu/organization/chithetapsi"
"The Collective Improv Troupe","Founded in 1998, The Collective Improv Troupe is a student-led comedy improv troupe that produces original content and performances! This includes live improv every other Friday, an annual sketch show, and standup throughout the year! We also make podcast and video comedy content. We strive to strengthen our skills in improv comedy while building close community around a common love for performing comedy.","https://huskylink.washington.edu/organization/improv"
"N/A","N/A","https://huskylink.washington.edu/organization/cghs"
"The Dental Anesthesia Club for Students at UWSOD","The Dental Anesthesia Club for Students is established to further the following aims and objectives:Assist dental students in developing knowledge of basic anesthesia principles, such as localanesthesia, sedation, airway management, and management of dental and medical emergencies.Help dental students in developing their awareness of the role of anesthesia in dentistry, with apronounced emphasis on improving access to care to populations such as pediatric patients,individuals with disabilities, and individuals with dental fear and anxiety.Engage students by creating an in-house journal club to stay up to date with current research.Promote the field of dental anesthesiology at the University of Washington School of Dentistry.","https://huskylink.washington.edu/organization/dacs"
"The Dirty Dozen Student Farm Club","The Dirty Dozen is a student organization that serves to teach and practice sustainable agriculture with the UW community. The club will maintain a plot of land on the UW Farm Mercer Court location. Through this plot, we will practice small-scale agriculture and build community through both the work and fruits of our labor. Additionally, this club is associated with the University of Washington Student Farm. This club will be a space for students interested in gardening, urban agriculture, and food systems both generally and at UW in particular to come together and share ideas about these topics and take action in these fields.","https://huskylink.washington.edu/organization/dduw"
"The Dwelling Place","The Dwelling Place is a non-denominational Christian group that strives to meet and serve our UW community. House Church meets weekly for students to gather in community, prayer and worship as we pursue individual relationships with God. The Dwelling Place
 exists to invite the Lord into our spaces, to encounter His heart for us and others.House Church will meet on Monday Nights from 6:45-9pm. For more information, reach out to Makenna Schwab at 509-423-3470.","https://huskylink.washington.edu/organization/dwellingplace"
"The Electrochemical Society UW Chapter","The purpose of UW ECS is to provide an opportunity to better understand electrochemical and solid-state sciences, to have a venue for meeting fellow students, and to spread knowledge of electrochemical science to the community. Specifically, the UW ECS chapter shall:Educate members of the student chapter in electrochemical sciencesEducate members of the greater Puget Sound community via outreach programsProvide opportunities for professional networking and professional development","https://huskylink.washington.edu/organization/ecs_at_uw"
"The Euro Club at the University of Washington","The Euro Club is a community for UW students of all majors who are interested in Europe. Our events range from fun culture nights to interesting guest lectures. Check out our social media or contact us for info on upcoming events and how to get involved!","https://huskylink.washington.edu/organization/euroclub"
"N/A","N/A","https://huskylink.washington.edu/organization/exdra"
"The Foundation for International Understanding Through Students (FIUTS) Student Board","FIUTS (The Foundation for International Understanding Through Students) advances international understanding through cross-cultural experiences, student leadership, and community connections.","https://huskylink.washington.edu/organization/fiutssb"
"N/A","N/A","https://huskylink.washington.edu/organization/gaiaprojectuw"
"The Garden of Ideas","The Garden of Ideas is the UW's undergraduate philosophy journal. The purpose of The Garden of Ideas is to democratize philosophy and broaden philosophical discussion by publishing a variety of academic and non-academic work. We publish two issues of the journal each year and receive and accept submissions from a wide range of academic disciplines.","https://huskylink.washington.edu/organization/gardenofideas"
"The German Club at the University of Washington","Through its regular meetings and special events, the German Club at the University of Washington creates a welcoming community for students at UW who are interested in practicing the German language and learning about the cultures of the German-speaking world.","https://huskylink.washington.edu/organization/germanclub"
"The Hiking Club at UW","The Hiking Club at UW currently operates in aDiscordserver. Hike sign-ups, officer announcements, and club membership sign-up information and guidelines will be posted here.You must be a member to join us on trips, but signing up is easy through Discord! If you have any questions or want to see what we're all about, feel free to contact us through email (hikingclubatuw@gmail.com) or follow us on Instagram (@hikingclubatuw)! We can't wait to see you on the trails: Hike On!Please note that all requests to join through HuskyLink and the RSO page will be ignored. Our Facebook group is outdated and will NOT be active.","https://huskylink.washington.edu/organization/hikingclubatuw"
"The Historical Review at UW","The Historical Review is the UW's only undergraduate journal showcasing writing and research in the field of history. We believe that the study of history is critical to understanding present-day issues, patterns, and events. Our journal seeks to make history more accessible for students and foster conversation on the role of history in the present. We are run by students and each issue features articles by UW students. The Historical Review is published once a year every Spring quarter. Check out our previous editions, blog posts, and find out more about us at ourwebsite!","https://huskylink.washington.edu/organization/historicalreview"
"The Husky Business Journal","The Husky Business Journal serves to enhance both members’ and UW students’ understanding regarding the everyday practices of businesses in the greater Seattle area. This will be done through the creation of a YouTube channel and multiple playlists. Each playlist will have a variety of 10-15 minute videos with each video outlining ONE particular business located in the Seattle Area.Through the creation of these videos, club members learn niche skills such as how to do primary/secondary research, documentary-style videography, animation, interview/script writing, storytelling, and professional reporting. Members gain a plethora of networking opportunities, as they will get the chance to reach out and connect with industry professionals. This includes guest speakers who will deliver informational lectures on how to conduct business journalism properly. The club provides members with an inside track on local business, keeping the students informed regarding current business trends, financial news in Washington, as well as unique job opportunities.The Husky Business Journal acts as a bridge between classroom learning and the professional world, equipping members with the knowledge, skills, and connections instrumental in pushing forward a post-higher education career.","https://huskylink.washington.edu/organization/huskybusinessjournal"
"THE KOMPANY","THE KOMPANY is a K-Pop dance company formed to provide learning opportunities for those interested in K-Pop dance, as well as performing and creative opportunities for those interested in participating in video dance cover production.","https://huskylink.washington.edu/organization/kompany"
"The Math Agency at the University of Washington","Over their lifetime, someone with a bachelor's degree will earn on average over $1.5M more than someone with just a high school diploma. The single best way to get students into college is to increase their math skills. A landmark paper from the U.S. Department of Education showed that getting a student beyond Algebra 2 doubles their chances of getting a bachelor’s degree.In Washington state, only 1 out of 3 students in public schools meets even basic math standards. Students we work with are often on track to be 2 or 3 grades behind by the time they start middle school. We don’t believe there should be a link between a family’s income and a child’s ability to get a great education.","https://huskylink.washington.edu/organization/mauw"
"The National Society of Leadership and Success","The NSLS is the largest and only accredited leadership honor society in the United States. Our local chapter ispart of this national organization with more than 800 chapters and over 2 million existing members. Students are selected based on exemplary academic achievement and leadership potential. Our chaptermembers will have access to:• Over $400,000 in annual scholarship opportunities (visit nsls.org/scholarships-and-awards to learn more)• An exclusive NSLS job bank• A personalized letter of recommendationOur leadership program teaches interpersonal skills that give you an advantage in a competitive job market.If you become a member, you can also:• Learn from top global leaders like former US Presidents, CEOs, celebrities, and more with exclusiveSpeaker Broadcasts.• Meet new friends and make lifelong connections (on-campus and virtually).• Overcome challenges with success coaches, shortcutting your way to your goals.• Gain access to exclusive private networking events.Visit nsls.org to learn more and accept your nomination.Frequently Asked Questions:Some common questions we receive are listed below. If you have any other questions, visit nsls.org to chat with ateam member or email them at support@nsls.org.What do I have to do to become inducted?The Steps to Induction take approximately 9-10 hours over the course of the semester and you can complete it atyour own pace. To learn more, visit nsls.org/the-membership-experience","https://huskylink.washington.edu/organization/uwnsls"
"The Purple Group","The Purple Group provides a peer support network for undocumented students that meet weekly to foster community building, connect with allies, share resources, participate in workshops, and discuss issues affecting immigrant communities while performing interactive activities and bonding with members.","https://huskylink.washington.edu/organization/thepurplegroup"
"The Remote Hub Lab Club","The Remote Hub Lab Club is committed to advancing equitable access to educational technology and inspiring STEM participation, particularly in underserved communities. As a student-centered extension of the Remote Hub Lab, we focus on outreach initiatives that bring hands-on, remote learning experiences to those who might otherwise lack access. Through the organization of workshops, study sessions, and collaboration with other organizations, we empower individuals to engage with remote engineering solutions and contribute to solving real-world health and engineering challenges. Our mission is to create an inclusive environment where students gain valuable skills, connect with like-minded peers, and actively contribute to shaping the future of accessible, remote education.","https://huskylink.washington.edu/organization/rhlclub"
"The Sisterhood of Pi Nu Iota","The thought of starting a Sisterhood that was geared towards Filipina culture, issues and history started in early 2001. It wasn't until spring of 2005 that the Sisterhood of Pi Nu Iota was officially founded. As a sisterhood, our mission is to provide a strong and supportive space that promotes leadership, diligence and strength within our ladies.Not only do we want to promote a “safe environment” for our sisters, but we also encourage them to further their personal growth through academic excellence, cultural awareness, community service and women empowerment.Knowledge is power and one of the foundations of being knowledgeable is reading. We proudly promote our philanthropy, children's literacy, as it is our hope that our effort in the community will help improve literacy in kids and give them a chance to maximize their potential.","https://huskylink.washington.edu/organization/pinuiota"
"The Songwriters Circle at UW","Welcome! The Songwriters Circle at the University of Washington is a place for all active and aspiring songwriters to sharpen their skills, share their ideas, get live performance experience, and get connected to the center of the student-run music scene!Visit us at@songwriterscircleuwon Instagram for more info about weekly meetings, upcoming events, and past performance livestreams.Our first meeting of the year is on October 2nd, in Savery 131 at 6 pm! Weekly meetings will occur every Wednesday in Savery 131 at 6 pm; please feel free to contact us via Instagram or email with any questions or queries.","https://huskylink.washington.edu/organization/songwriters"
"The Thomistic Institute at the University of Washington","Thomistic Institute chapters are organizations formed and run by students to bringtop-notch Christian intellectuals to their university campuses. These chapters organizeevents such as lectures, seminars, and reading groups meant to expose students to theriches of the Christian intellectual tradition.Students organize themselves as a chapter by forming a leadership team, receivingapproval from Thomistic Institute staff, and achieving recognition from their university asa student group.The chapter’s students are the “protagonists” and main catalysts of their chapter’s work.They should collaborate with each other, Thomistic Institute staff, and their university’sfaculty to develop events.St. Thomas Aquinas, one of the greatest philosophers and theologians of the Westerntradition, stands at the heart of the campus chapters program. Thomistic Institutechapters sponsor talks from many different (and non-Thomistic) perspectives, but thethought of Aquinas remains a touchstone for the project of bringing top scholars fromaround the world to speak on campuses in the United States and abroad. The ThomisticInstitute’s goal is to make the Catholic and Christian intellectual tradition vibrantlypresent to today’s universities.","https://huskylink.washington.edu/organization/ti"
"The Ukrainian Students United at University of Washington","USU seeks to promote awareness and understanding of the political, historical, economic, and cultural issues of Ukraine from diverse viewpoints.We are a welcoming community of proud and passionate Ukrainians and students from any background interested in Ukrainian culture! Join us for Ukrainian food, fun movie nights, holiday celebrations, and lots of Ukrainian language practice!Ласкаво просимо!","https://huskylink.washington.edu/organization/ukrainianstudentsunited"
"The Undergraduate Law Review at the University of Washington","The Undergraduate Law Review at the University of Washington is led by a group of students dedicated to the study and scholarship of law and is designed to provide the opportunity to engage with and explore the interdisciplinarity of the law. This means
 that students who become a part of the Undergraduate Law Review are encouraged to write critically about the laws which govern issues in social science, the humanities, and STEM. At the end of each year, a volume of the work contributors have completed will
 be published in the Undergraduate Law Review-Journal, available online.","https://huskylink.washington.edu/organization/theundergraduatelawreview"
"The Washington Journal of Social & Environmental Justice","The Washington Journal of Social & Environmental Justice publishes legal scholarship examining how communities interact with each other and the environment with the goal of advancing justice and advocating for positive change. Adhering to principles of equity, diversity, and representation, the Journal engages in critical analysis of the legal system to amplify the concerns and voices of those most affected by injustice. This mission will be achieved through the collaboration of Journal staff, authors, the greater Washington legal community, and impacted groups.","https://huskylink.washington.edu/organization/wjsej"
"The Women's Network at UW","The largest collegiate women's networking organization in North America – cultivating and celebrating women's ambition by connecting our members to industry leaders, professional development resources, and career opportunities.Our core values reflect a commitment to our members and community, display of integrity and authenticity in all that we do, collaboration among our members and partners, and a pledge to enhance women's skills in order to support their advancement in the workplace. These values guide our efforts to successfully revolutionize networking as we know it.","https://huskylink.washington.edu/organization/thewomensnetwork"
"Theta Chi Fraternity- Alpha Rho","To bind by closer bonds the members to each other, and the mutual benefit and improvement of all members. To create and improve ties of each member to their community of which they reside by selfless service.","https://huskylink.washington.edu/organization/thetachi"
"Theta Tau Engineering Fraternity","Theta Tau is a co-ed professional engineering fraternity that focuses on providing its members with community service, professional development, and brotherhood activities. We are the largest and oldest professional engineering fraternity with over 66 chapters. Our primary goal is to foster an environment that prepares every brother for the engineering industry and creates lifelong bonds.","https://huskylink.washington.edu/organization/uwthetatau"
"THRIVE: Training for Healthcare Readiness through Integrated Versatility and Experience","Thrive is a student-run organization that aims to support students in their pre-health journey by offering opportunities to develop both practical healthcare skills and personal well-being. We have three main missions, one of which is to create a space where members can enhance their knowledge on important health topics such as hygiene, nutrition, and mental health, as our goal is breaking down stigmas and promoting an informed, open dialogue with the help of healthcare professionals.In addition to academic growth, our second mission is to focus on enhancing creativity, and dexterity through hands-on activities such as suturing, crocheting, painting, calligraphy, and soap carving. These hobbies provide an enjoyable and meaningful way to develop fine motor skills and stress-management techniques, both of which are essential for success in healthcare professions.Our third mission will be the priority of community-building over competition. We aim to create an inclusive environment where all members feel valued and supported, not just academically but personally as well. Through engaging hands-on activities, we encourage collaboration, teamwork, and creativity. At Thrive, we believe in empowering each other to succeed in both our academic and professional pursuits, while also nurturing our well-being as we work toward becoming the next generation of compassionate healthcare leaders.","https://huskylink.washington.edu/organization/thrive"
"Timber Strong Design Build","Civil Engineering students are challenged to an intercollegiate competition that supplements their education with a comprehensive, student-driven project from conceptual designs to a 2-story timber structure that meets specs and optimizes performance and efficiency.The fun part? Besides the design and build aspect? Building the structure in 1 hour!In being apart of this club, students will gain a further understanding of engineering principles through hands-on experiences and demonstrate the connection between academia and professional engineering practicum.","https://huskylink.washington.edu/organization/tsdb"
"Timmy Global Health UW Chapter","Since 1997, Timmy Global Health has worked to empower communities to address health disparities in a sustainable way. We currently partner with rural and urban communities in the Dominican Republic, Ecuador, Guatemala, and Nigeria where we focus on four main areas: access to care, maternal and child health, water, and sanitation (WASH) and nutrition. When and where it is possible, we engage students, medical professionals, and volunteers to impact our international partners’ work on mission trips, while our high school and university chapters continually serve their local home communities. Whether mission trips are possible or not, we provide in-kind and financial support to our international partners working in the local communities we serve.","https://huskylink.washington.edu/organization/timmyglobalhealth"
"N/A","N/A","https://huskylink.washington.edu/organization/tokipona"
